title,r_title,actorList,runtime,director,grade,genre,audience,popularity,release_date,vote,overview
네 무덤에 침을 뱉어라 2,네 무덤에 침을 뱉어라 2,"['젬마 달렌더', '조 앱솔롬', '알렉산다 알렉시브']",106,스티븐 R. 먼로,청소년 관람불가,"['범죄', '공포', '스릴러']",[],33.631,2013-08-25,6.1,"모델을 꿈꾸는 케이티는 고액의 프로필 사진 촬영 비에 낙심하고 있던 중, 무료로 사진을 촬영해 준다는 전단지를 발견하고 스튜디오를 찾아가 촬영을 하지만 사진 작가 ‘이반’이 노출을 요구하자 거절하고 집으로 돌아온다. 그녀에게 한 눈에 반한 사진 작가의 동생 ‘조지’는 원본 프로필 사진을 전해주러 왔다며 그녀의 집에 찾아와 그녀를 겁탈한다. 뒤처리를 하기 위해 달려온 형 ‘이반’과 ‘닉’은 그녀를 상자 속에 넣어 자신들의 지하 창고로 데려가 더욱 잔인한 "
빅 히어로,빅 히어로,"['다니엘 헤니', '라이언 포터', '스콧 애짓']",108,돈 홀,전체 관람가,"['애니메이션', '액션', '코미디']","2,801,949",33.572,2014-10-24,7.8,천재 공학도 ‘테디’가 개발한 힐링로봇 ‘베이맥스’!  ‘테디’의 동생이자 로봇 전문가인 ‘히로’는 도시가 파괴될 위기에 처하자 ‘베이맥스’를 슈퍼히어로로 업그레이드 하는데… 과연 이들은 도시의 위험을 막아낼 수 있을까?
어메이징 닌자,어메이징 닌자,"['페이지 터코', '데이비드 워너', '어니 리예스 주니어']",88,마이클 프레스만,전체 관람가,"['액션', '모험', '코미디']",[],33.535,1991-03-22,6,"에이프릴의 방송을 보던 중, 거북이들은 자신들이 태어나게 된 원인에 대해서 알 수 있는 단서를 얻는다. 그리고 거북이들은 사부인 스플린터의 말에 따라 그것의 원인이 되었던 TGRI를 찾아가 그 물질을 손에 넣으려 하지만 실패하고, 자신들의 근원에 대해 알 수 있는 것을 놓쳐 낙심하게 된다. 그러던 중 피자배달부인 케노 덕분에 더 풋의 본거지를 알게 되고 그곳을 찾아가는 데, 그곳에서 생각지도 못한 인물을 만나게 되는데..."
트리플 프런티어,[],[],[],[],[],[],[],33.447,2019-03-06,6.2,"마약왕의 돈을 훔치기 위해 다시 뭉친 전직 공수특전단 요원들. 왕년의 실력을 발휘하지만, 예상치 못한 위기가 닥친다. 의리마저 흔들리는 그들, 무사히 해낼 수 있을까."
15분,15분,"['로버트 드 니로', '에드워드 번즈']",120,존 허즈펠드,청소년 관람불가,"['범죄', '스릴러', '액션']",[],33.43,2001-03-01,5.7,"감옥에서 출소하자마자 예전 동료에게서 간단히 분담금만을 받으려 유럽에서 미국으로 날아온 범죄자 에밀과 올렉. 특히 올렉은 영화 감독이 오랜 꿈. 뉴욕에 도착하자마자 캠코더 한 대를 훔친다. 곧이어 둘은 동료를 찾아가지만 그에겐 에밀과 올렉에게 줄 돈이 바닥이 난 상태. 흥분한 에밀이 동료를 살해하고, 올렉은 캠코더를 통해 탐욕적이고 호기심 가득 찬 시선으로 캠코더에 모든 상황이 숨가쁘게 담겨지는데.  '피플'지를 장식했던 뉴욕의 저명한 형사 에디와 내성"
엑소더스: 신들과 왕들,엑소더스: 신들과 왕들,"['크리스찬 베일', '조엘 에저튼']",154,리들리 스콧,12세 관람가,['드라마'],"1,511,845",33.361,2014-12-03,5.7,"인간이 신처럼 군림하던 시대, 이집트 왕국에서 형제와도 같이 가깝게 자란 모세스와 람세스. 전차에서 낙마한 람세스를 모세가 목숨을 걸고 구해날 정도로 둘의 우애는 깊었지만, 생지옥 같은 노예들의 삶을 목격하고 이에 분노하게 된 모세스는 스스로를 태양신 라의 화신이라 믿는 제국의 왕 람세스와 정면으로 맞서게 된다. 이집트의 동쪽으로 추방당하며 겪은 여정에서 신비한 소년을 만나게 되는 모세스. 결국 자신이 400년간 억압받던 노예들을 이끌 운명임을 깨닫게 "
빅토리아,빅토리아,"['라이라 코스타', '프레더릭 라우']",140,세바스티안 쉬퍼,[],['스릴러'],[],33.259,2015-06-11,7.8,"베를린에 사는 스페인 여자, 빅토리아는 어느 날 클럽에서 남자를 만난다. 그와의 시간은 갑자기 남자의 친구들이 숨긴 위험한 비밀이 밝혀지면서 위험한 순간으로 돌변한다."
Herbie Fully Loaded,[],[],[],[],[],[],[],33.21,2005-06-22,5.3,
머나먼 다리,머나먼 다리,"['더크 보거드', '제임스 칸', '마이클 케인']",176,리차드 아텐보로,PG,"['액션', '드라마', '전쟁']",[],33.095,1977-06-15,7.2,"과 함께 가장 야심만만한 전쟁 영화 대열에 낀다. 조연과 엑스트라의 이름을 모두 써넣을 수 없을 정도로 엄청난 인원이 동원되었다. 전쟁 영화를 좋아하는 사람들은 틀림없이 만족해 할 작품이다. 제2차 세계대전 중 연합군이 참패한 실제 이야기다. 아이젠하워는 독일 국경과 연결되는 여섯 개의 다리를 확보하기 위해 군대를 파견하지만 날씨, 작전의 오류 등으로 인해 수많은 인명만 희생된 채 작전은 실패로 끝나고 만다."
로보캅 3,로보캅 3,"['로버트 존 버크', '낸시 알렌', '질 헤네시']",104,프레드 덱커,15세 관람가,"['SF', '액션', '범죄']",[],32.977,1993-04-17,4.5,"가까운 미래의 디트로이트, 국제협력단체 OCP는 도시를 장기 계획하에 슈퍼 메트로폴리스, 즉 델타 시티로 건설할 계획으로 한 구역을 전쟁 구역으로 만들어버린다. 그러나 헌신적인 순찰경이었으나 순직 후 사이보그로 개조되어 악과 대항하는 임무를 담당하고 있는 로보캅은 무고한 시민을 보호하려 한다.  로보캅은 순진무구한 아이들의 도움까지 받아가면서 난민들과 함께 반란군을 조직하여 악과 대항하면서 그가 잊고 있었던 인간의 감정이 되살아나기 시작한다. 반란 시민"
제임스와 거대한 복숭아,제임스와 거대한 복숭아,"['조안나 럼리', '미리암 마고리스', '피트 포스틀스웨이트']",79,헨리 셀릭,전체 관람가,"['애니메이션', '모험', '가족']",[],32.966,1996-04-12,6.4,"바닷가 작은 마을에서 엄마, 아빠와 행복하게 살고 있던 어린 소년 제임스. 아빠는 제임스의 생일날 곧 이사가게 될 뉴욕의 사진을 보여주며 행복해한다. 그러나 제임스의 부모는 동물원을 탈출한 코뿔소에게 사고를 당하고, 졸지에 고아가 된 제임스는 이모들에게 맡겨진다. 제임스의 이모 스파이커와 스폰지는 신데렐라의 계모를 능가할 정도의 고약한 심술꾼들. 이모들은 어린 제임스에게 힘든 집안 청소에서부터 온갖 잡일을 시키며 제임스를 괴롭힌다. 이모들의 학대에 힘들"
성난 군중으로부터 멀리,성난 군중으로부터 멀리,"['캐리 멀리건', '톰 스터리지', '마티아스 쇼에나에츠']",119,토마스 빈터베르그,15세 관람가,['드라마'],[],32.955,2015-04-23,7,"1870년 런던 외곽의 도시, 독립적인 여성 바스셰바 에버딘(캐리 멀리건)은 성실한 양치기 가브리엘(마티아스 쇼에나에츠)의 청혼을 거절한다. 그 후 삼촌의 웨더버리 농장을 유산으로 물려받은 바스셰바는 직접 농장을 관리하고, 양치기 개들의 실수로 파산한 가브리엘은 그녀의 농장에 양치기로 고용된다. 어느 날, 바스셰바는 장난 삼아 보낸 카드 때문에 부유한 농장주 볼드우드(마이클 쉰)의 구애를 받게 된다. 가브리엘은 그녀가 볼드우드의 마음을 농락했다면서 언짢"
블러드 파더,블러드 파더,"['멜 깁슨', '에린 모리아티']",88,장-프랑소와 리셰,15세 관람가,"['액션', '범죄', '드라마']",[],32.885,2016-08-11,6.1,교도소를 들락거리며 인생을 낭비한 존. 보호관찰 중인 존은 이제라도 범죄와 술로 낭비한 삶을 되찾기 위해 알코올 중독 치료를 병행하며 타투리스트로 살고 있다. 그러던 어느 날 오랫동안 연락을 끊고 살았던 딸 리디아에게 전화가 온다. 마약 판매상인 남자친구를 향해 실수로 총을 쏘고 도망자 신세가 된 것. 딸을 지켜내기 위해 함께 도망친 존은 달아날수록 경찰과 마약조직의 끈질긴 추격에 쫓기게 되는데…
무한대를 본 남자,무한대를 본 남자,"['데브 파텔', '제레미 아이언스']",108,맷 브라운,12세 관람가,['드라마'],"33,315",32.869,2016-04-08,7.2,머릿속에 그려지는 수많은 공식들을 세상 밖으로 펼치고 싶었던 인도 빈민가의 수학 천재 ‘라마누잔’.  그의 천재성을 알아본 영국 왕립학회의 괴짜 수학자 ‘하디 교수’는  엄격한 학교의 반대를 무릅쓰고 케임브리지 대학으로 ‘라마누잔’을 불러들인다.  성격도 가치관도 신앙심도 다르지만 수학에 대한 뜨거운 열정으로 함께한 두 사람은  모두가 불가능이라 여긴 위대한 공식을 세상에 증명하기 위해 무한대로의 여정을 떠나는데…  역사상 가장 지적인 브로맨스가 시작된
비터 문,비터 문,"['휴 그랜트', '크리스틴 스콧 토머스']",139,로만 폴란스키,청소년 관람불가,['드라마'],[],32.848,1992-09-02,7,"나이젤(Nigel : 휴 그랜트 분)과 휘요나(Fiona : 크리스틴 스콧 토마스 분)는 영국인 부부로 서로의 사랑을 확인하면서 지중해를 여행중이다. 그러던 어느날, 나이젤에게 휠체어에 탄 중년 남자가 접근한다. 그는 오스카(Oscar : 피터 코요테 분)라는 미국인 작가로, 빠리에 살면서 집필을 하고 있었다. 오스카도 아내인 미미(Mimi : 엠마뉴엘 세이너 분)와 여행을 하고 있었다. 오스카는 나이젤을 초대해, 자신의 이야기를 들려주는데... 현실감"
엔들리스 러브,엔들리스 러브,"['알렉스 페티퍼', '가브리엘라 와일드', '라이스 웨이크필드']",104,샤나 페스트,15세 관람가,"['드라마', '멜로/로맨스']","22,091",32.826,2014-02-12,6.8,"졸업식 날 운명적으로 마주한 제이드(가브리엘라 와일드)와 데이빗(알렉스 페티퍼)은 서로를 향한 강한 끌림을 느낀다. 제이드는 데이빗을 통해 그 동안 느껴보지 못한 자유로움과 가슴 뛰는 사랑에 거침없이 빠져들고, 데이빗은 순수한 제이드에게 매료되어 그녀에게 진정한 사랑이 무엇인지 알게 해 준다.  한편, 제이드의 아버지는 모든 것을 내던지고 빠져드는 이들의 사랑을 경계하고,  데이빗과 함께하는 바로 이 순간의 사랑을 놓고 싶지 않은 제이드는 중대한 결심을"
시크릿 인 데어 아이즈,시크릿 인 데어 아이즈,"['치웨텔 에지오포', '니콜 키드먼', '줄리아 로버츠']",111,빌리 레이,15세 관람가,"['미스터리', '스릴러']","21,692",32.798,2015-10-14,6.3,LA 지방검사실에 파견된 FBI 수사관 레이는 파트너 제스의 10대 딸이 잔인하게 살해되자 연방 검사와 팀을 이뤄 살인범을 잡으려고 합니다. 하지만 살인범이 진행중인 테러 수사와 관련하여 보호를 받는다는 사실을 알며 수사는 암초에 부딪치는데...
A Goofy Movie,[],[],[],[],[],[],[],32.772,1995-04-07,6.9,
맵 투 더 스타,맵 투 더 스타,"['줄리안 무어', '미아 와시코브스카', '사라 가돈']",111,데이빗 크로넨버그,청소년 관람불가,"['미스터리', '드라마']","6,525",32.761,2014-05-21,6,"그녀가 찾아온 후… 모든 것이 흔들리기 시작했다.  어느 날 지도 한 장을 들고 홀연히 할리우드에 나타난 미스터리 소녀 ‘애거서’. 그녀가 여배우의 매니저 일을 하기 위해 할리우드에 나타난 후 모든 이들과 실타래처럼 엮이면서 그들의 비밀이 수면 위로 떠오르기 시작한다. 이번 배역만은 꼭 따내야 하는 위기의 여배우 ‘하바나’, 최고의 아역스타였지만 이제는 한물간 ‘벤지’와 그의 부모, 할리우드 스타를 꿈꾸는 렌트카 운전 기사 ‘제롬’. 그들과 ‘애거서’의"
더 넌,더 넌,"['타이사 파미가', '데미안 비쉬어', '보니 아론스']",96,코린 하디,15세 관람가,"['공포', '미스터리', '스릴러']","1,011,580",32.75,2018-09-05,5.6,루마니아의 젊은 수녀가 자살하는 사건을 의뢰 받아 바티칸에서 파견된 버크 신부와 아이린 수녀가 수녀원을 조사하면서 충격적인 악령의 실체와 만나게 되는 이야기를 그린다.
팝스타: 네버 스탑 네버 스토핑,론리아일랜드의 팝스타,"['이모겐 푸츠', '앤디 샘버그', '마틴 쉰']",86,아키바 쉐퍼,R,['코미디'],[],32.725,2016-06-03,6.6,"팝 슈퍼스타, 코너포리얼은 자신의 새 앨범 판매성적이 부진하자 대형 사고를 치고! 자신의 셀렙 라이프가 무너져내리는 걸 지켜본다. 재기를 위해 뭐든지 하려고 하지만, 단 한가지, 예전에 같이 활동했던 랩 그룹 스타일 보이즈의 재결성만은 하지 않으려 한다."
스쿠비 두 2 - 몬스터 대소동,스쿠비 두 2 - 몬스터 대소동,"['프레디 프린즈 주니어', '사라 미셸 겔러']",93,라자 고스넬,전체 관람가,"['액션', '모험', '코미디']","18,954",32.722,2004-03-24,5.6,"정체불명의 악당 마스크맨이 미스터리 주식회사가 제거했던 익룡, 흑기사, 타르, 좀비, 1만볼트 몬스터 등을 몬스터 제조기를 이용해 재창조해 쿨스빌을 습격한다. 갑작스런 몬스터들의 등장으로 대외 신용도가 급격히 추락한 미스터리 주식회사는 냉혹한 TV 리포터 헤더 재스퍼-하우(알리시아 실버스톤)와 쿨스빌 시민들의 성화에 떠밀려 사건 수사에 착수하게 된다.  한편, 사고커플 섀기(매튜 리라드)와 스쿠비는 자신들 역시 명탐정이라는 사실을 입증하기 위해 단 둘이"
헌터 킬러,헌터 킬러,"['제라드 버틀러', '게리 올드만']",121,도노반 마시,15세 관람가,"['액션', '스릴러']","56,942",32.693,2018-10-19,6.3,"미 국방부는 격추당한 잠수함의 행방을 찾기 위해 ‘헌터 킬러’를 극비리에 투입시키고 캡틴 ‘글래스’(제라드 버틀러)는 배후에 숨겨진 음모가 있음을 알게 된다. 한편, 지상에서는 VIP가 납치되어 전세계는 초긴장 상태에 놓이게 되는데…  일촉즉발 위기상황, VIP를 구출하라!  단 한 척의 공격 잠수함 ‘헌터 킬러’와 최정예 특수부대 네이비 씰의 숨막히는 육해공 합동 작전이 펼쳐진다!"
하드 타겟,하드 타겟,"['장 끌로드 반담', '척 파럴']",97,오우삼,청소년 관람불가,"['액션', '스릴러']","장 끌로드 반담, 척 파럴, 얀시 버틀",32.645,1993-08-20,6.1,20년만에 아버지를 찾아온 넷 빈던(Binder: 척 패러 분)는 아버지가 어머니와 이혼한 후 부랑자로 거리에 살았으며 얼마전 실종된 것을 알아낸다. 도시를 잘 아는 사람을 고용해 아버지를 찾아보라는 형사의 충고에 따라 전직 해병정찰대원이었고 지금은 특정한 일자리가 없는 챈스(Chance Boudreaux: 쟝-끌로드 반담 분)를 우연히 만나게 되어 그를 안내인으로 고용한다. 부친을 찾던 둘은 화재사건으로 부친이 죽었다는 소식을 듣지만 챈스가 빈더의 구
